,species,seizure,early,electrodeNum,meanCorr,mean,varVar,meanVar,delta,theta,alpha,beta,lowGamma,highGamma
Dog_3/Dog_3_interictal_segment_2897.mat,1.0,0.0,0.0,16.0,-0.059752590560070276,2.0594637106796655e-15,6584.156645379549,165.6123981829574,6127.686903124999,6864.135340624997,4436.341590624998,28644.289032812496,51597.82684375,145924.1365546874
Patient_2/Patient_2_interictal_segment_1694.mat,0.0,0.0,0.0,16.0,0.2033458828735674,-2.2239134978008214e-13,162801.74057350054,514.6589818413677,23896.51862880124,23714.34402880125,25103.203828801266,119746.65322960586,219348.10158801207,484294.9817920269
Patient_4/Patient_4_interictal_segment_0074.mat,0.0,0.0,0.0,72.0,0.15068602808473078,2.3133503014428743e-13,14501853.247442424,4707.67104126159,1845269.2429523245,1384453.7631856585,1184313.195874547,5162193.825491013,10468783.044789894,24127736.71907223
Patient_7/Patient_7_interictal_segment_3070.mat,0.0,0.0,0.0,36.0,0.14331354964392595,-9.618007526215581e-13,231214472.64472824,16713.536612917003,992467.4112935277,1079695.9856490826,1067853.5287379716,5166197.343243091,10347726.441779695,23530675.61791632
Dog_3/Dog_3_interictal_segment_3060.mat,1.0,0.0,0.0,16.0,-0.06149176674478191,-5.551115123130595e-19,73263.78340752088,519.1036712875941,10612.7272578125,21554.9191328125,27303.1744453125,41526.22297265625,164737.91726562494,632269.6027148436
Patient_3/Patient_3_interictal_segment_0667.mat,0.0,0.0,0.0,55.0,0.2640285038656361,-4.589971715838381e-14,22064662.520528056,4779.308483836405,1313613.152171368,1244847.0029022768,1205869.257476822,4778634.584942054,7597848.033753612,11454777.078843212
Dog_4/Dog_4_interictal_segment_2610.mat,1.0,0.0,0.0,16.0,-0.06204453446472091,-9.184597526967764e-15,190111.58365336218,589.931555059524,54144.2422140625,54977.6747140625,50346.59596406251,154919.67996328126,227404.24339062505,685466.1561992187
Patient_8/Patient_8_interictal_segment_0856.mat,0.0,0.0,0.0,16.0,0.21130633856900025,-5.074980435892939e-13,10745868.392072713,2846.0355065888075,118526.2735482922,109403.24702329208,105471.77014829207,439312.65612981323,824371.25730791,2543315.645490511
Patient_2/Patient_2_interictal_segment_0205.mat,0.0,0.0,0.0,16.0,0.481685395248142,-1.0083567758556454e-12,152919.66998150846,1049.3183855671148,27204.520919997758,24355.72771999789,28748.687069997635,111468.87736499037,276516.47209997947,611389.3734749546
Dog_3/Dog_3_interictal_segment_2670.mat,1.0,0.0,0.0,16.0,-0.053692720681594135,3.894107258872738e-15,15258.9204984596,218.116954495614,6311.2088828125,2896.3160703124995,3542.5341953124994,27211.38700390625,75681.20007812502,202003.95443359372
Dog_4/Dog_4_ictal_segment_0165.mat,1.0,1.0,0.0,16.0,0.008430066387370202,4.171107903516714e-15,1679745.4811794222,726.9530552944859,27830.72818125,23008.613181250006,23631.717556250005,84568.65025312503,241027.7561875,570180.207796875
Dog_3/Dog_3_ictal_segment_0116.mat,1.0,1.0,0.0,16.0,-0.05711682820423147,-1.4711565299307945e-14,129736145.72433509,17467.770771459906,168550.78063125,227203.54563125,426751.89188125,1174888.598465625,5765175.8506875,16102671.119234378
Patient_6/Patient_6_interictal_segment_0902.mat,0.0,0.0,0.0,30.0,0.2158877410845626,1.5485672596090194e-13,141167519.10335496,10817.754178294304,1781639.2522909318,1802562.4634109319,1830260.8190375983,8645989.998309193,20815983.691202648,63209853.85589396
Dog_3/Dog_3_ictal_segment_0370.mat,1.0,1.0,1.0,16.0,-0.05784924428166501,-4.0190073491430683e-16,340994.482949557,999.3660925751873,32296.594949999984,24049.316199999994,10696.8487,63284.692275,450178.52325,1478046.458624999
Dog_3/Dog_3_interictal_segment_0941.mat,1.0,0.0,0.0,16.0,-0.05635800478085962,-5.1270099277189744e-15,13437.094943048929,204.1141611842106,3430.201365625001,4618.421053124999,7946.037615625,40588.30130156248,76441.35334375,160909.25114843753
Patient_6/Patient_6_interictal_segment_1427.mat,0.0,0.0,0.0,30.0,0.14439243646041344,-5.523721332186444e-14,20648452.45520557,4054.538946890716,909297.7135259736,896987.773179307,950160.9360059736,3971549.915346882,7406822.194499738,15002735.258537615
Patient_5/Patient_5_interictal_segment_0869.mat,0.0,0.0,0.0,64.0,0.12193151646947847,-4.796930852535296e-13,452184838.61443824,12441.723732444629,1488831.5717659546,1513254.0608034546,1450441.9257972038,6431167.058309292,11704844.526334513,42872044.41968234
Patient_2/Patient_2_interictal_segment_1212.mat,0.0,0.0,0.0,16.0,0.36353957539596427,7.624066711287013e-13,231849.6262719184,508.27728811511963,72036.66786280595,83606.91123780566,70963.28343780593,212837.9021826301,300027.57265307487,351643.15327722987
Dog_3/Dog_3_interictal_segment_0736.mat,1.0,0.0,0.0,16.0,-0.058425038321505834,3.4142133564785128e-15,28190.257743185743,266.62608435150383,5286.5619765625,10955.036976562498,13291.483851562503,39761.99186328125,90832.81882812496,267746.0113867188
Patient_7/Patient_7_interictal_segment_2231.mat,0.0,0.0,0.0,36.0,0.16334410246848838,-2.6918643117015657e-13,29312281.312174443,5955.002823671406,733964.2976010757,783281.1040455204,846743.2619010758,3905989.234471509,5062934.464744093,11086076.113062914
Patient_3/Patient_3_ictal_segment_0217.mat,0.0,1.0,0.0,55.0,0.14202337871600107,6.338549693199716e-13,108201438.18091924,8260.743803159907,409305.12582114595,409725.2195266004,414584.5410684188,1873336.822713338,4345848.706247825,11040252.349694207
Patient_5/Patient_5_interictal_segment_1264.mat,0.0,0.0,0.0,64.0,0.19277935845897776,-7.237019872263766e-14,11710615.583654165,3867.0695962817576,503540.5445994968,616912.5362244966,609599.0762869967,2694360.9021977363,5632234.779944978,16175579.667011222
Dog_3/Dog_3_interictal_segment_2422.mat,1.0,0.0,0.0,16.0,-0.05717895402525122,-2.3098190027326374e-15,149031.1318487264,463.1642751409776,7291.465539062498,15879.237414062498,13422.7752265625,73181.25601953125,78836.08820312501,226301.5968554688
Patient_7/Patient_7_interictal_segment_2902.mat,0.0,0.0,0.0,36.0,0.4005440511182493,1.2684419440726428e-13,272312363.75783014,16626.496017814654,649696.3064911056,637594.4864911054,551760.1616911065,2072019.4495766512,3901497.810599974,16437118.23844984
Dog_4/Dog_4_interictal_segment_1510.mat,1.0,0.0,0.0,16.0,-0.0604380168895774,8.268941087408166e-15,138784.63620829134,642.4066353383456,17079.42715625,22328.12965625,38733.20215625,139543.06470312498,248768.40843750004,450261.4161718751
Dog_3/Dog_3_interictal_segment_2980.mat,1.0,0.0,0.0,16.0,-0.043398848421211916,-4.945488463192761e-15,117432.89981124162,411.7980960213032,12076.551612499998,10213.6409875,13244.0972375,77609.75006875001,94588.759875,289434.2834062501
Dog_3/Dog_3_interictal_segment_0345.mat,1.0,0.0,0.0,16.0,-0.06310647231984955,7.327471962526042e-16,8785.975528710716,214.49780114348368,5899.1037953125015,4656.5372328125,5090.0106703125,31572.886766406245,56658.064203125,187094.45687109366
Patient_8/Patient_8_interictal_segment_0806.mat,0.0,0.0,0.0,16.0,0.24684206600178,7.498783816117798e-14,530580653.5496582,15873.734479530918,511284.8658153627,487259.21341536276,461926.76571536256,1975633.497419132,4637792.77745363,20148454.56037248
Patient_7/Patient_7_interictal_segment_1216.mat,0.0,0.0,0.0,36.0,0.21335763090930515,-2.914425244347918e-13,677897994.0063108,21829.057859404125,1255704.9161908336,1234409.6702019442,1194403.0929686094,5083447.816408737,11542230.518530538,35864349.80125347
Patient_8/Patient_8_interictal_segment_0255.mat,0.0,0.0,0.0,16.0,0.2979643336449649,-6.279606168391183e-13,180713109.2351848,8556.035237530024,505045.52407249104,389596.00067249115,306212.93869749125,1195831.7771512114,3064658.847374912,6482628.444593487
Patient_3/Patient_3_ictal_segment_0200.mat,0.0,1.0,0.0,55.0,0.20492007501597626,3.1757570633834075e-13,89195116.69122057,5110.319893687086,632825.4781830286,733456.0701103017,735294.1099284842,4043427.187341818,12791478.607739406,34764856.45656969
Patient_7/Patient_7_interictal_segment_1558.mat,0.0,0.0,0.0,36.0,0.2529076240493117,-3.4277844760152903e-14,273105035.21362567,10773.943948563041,1594282.437318907,1583513.893318907,1586016.9368300182,7940176.788546201,22218052.911411334,42649118.88388114
Patient_5/Patient_5_interictal_segment_1438.mat,0.0,0.0,0.0,64.0,0.16440943103705544,3.6424552263270025e-13,60435752.25366136,6672.290526982902,581060.9623957481,575704.8426082482,564661.5289332482,2457158.539124621,7814488.799469997,30443605.08657683
Patient_3/Patient_3_interictal_segment_0326.mat,0.0,0.0,0.0,55.0,0.18493703469705505,-3.381335938518697e-13,1533080.6396584024,1134.7489674189385,275002.95800181106,280021.926030902,287360.6577509018,1196966.3941535996,2517511.935374457,5819348.80455155
Patient_2/Patient_2_interictal_segment_0896.mat,0.0,0.0,0.0,16.0,0.487431698204628,5.147740012034772e-13,3183855.9286071537,6163.273554415863,427123.1016398365,446058.8549398363,445753.99473983643,2071378.860929264,4798873.998298368,10424450.575945532
Patient_1/Patient_1_interictal_segment_0040.mat,0.0,0.0,0.0,68.0,0.06190094568795534,2.772590000725305e-14,196828226.59689888,18797.814135859964,5275548.8588209385,5156267.073232703,4227138.255526822,16098908.666311884,27192615.07426821,64428814.65542878
Dog_4/Dog_4_interictal_segment_1768.mat,1.0,0.0,0.0,16.0,-0.04726393929045487,8.619494007433558e-15,12714275.806456106,3879.0913612155377,186401.92350625,168671.25538125,113381.31100625,379700.76421562495,771469.8894375002,2363231.842984375
Dog_4/Dog_4_interictal_segment_1398.mat,1.0,0.0,0.0,16.0,-0.06500120453613649,-2.2964963264371354e-15,28379.18326809223,467.362652725564,23575.5645875,14958.5289625,13186.027712500005,60688.25501875,125780.33962499994,407260.39553125
Patient_6/Patient_6_interictal_segment_1920.mat,0.0,0.0,0.0,30.0,0.3783077574988461,-1.3829852226384298e-13,93366672.711822,4911.2761577542215,314763.3831831368,348883.91635647,329816.1270898034,1784804.0411641153,4625996.158178031,7987844.053736256
Patient_6/Patient_6_interictal_segment_1912.mat,0.0,0.0,0.0,30.0,0.1498546936822673,-1.313837098374885e-13,33732448.15848201,4631.685772918589,581777.7146381437,598993.9427848104,607889.1118114769,2713867.7910983125,5482102.8345281035,11721425.35881561
Dog_4/Dog_4_interictal_segment_1561.mat,1.0,0.0,0.0,16.0,-0.06411759652654253,3.01647595790655e-15,64977.933776696394,658.3965903038845,17310.1155078125,14145.3373828125,9156.3817578125,63116.74353515625,267554.8557031249,674862.3358398438
Patient_8/Patient_8_interictal_segment_0041.mat,0.0,0.0,0.0,16.0,0.4569307114785825,-4.794856067746878e-13,13086239.1441746,4765.917907526502,1344747.1231446136,1230139.3601946142,807217.0107946148,1297226.3840382742,4724750.742821158,7215554.3299894575
Patient_8/Patient_8_interictal_segment_0271.mat,0.0,0.0,0.0,16.0,0.26504101909968525,6.579284672625364e-13,8305365.689834912,4313.297705336064,67061.3678854579,73737.04651045916,100536.35978546011,894553.5295595768,1652391.0298295843,4600742.161600146
Patient_5/Patient_5_interictal_segment_1972.mat,0.0,0.0,0.0,64.0,0.28636370313949633,7.370815069407399e-14,88617721.9320402,8083.068488034491,1648341.3361372254,1626612.6580872256,1804364.550887225,7538723.352883135,15915571.48956602,42553510.65454567
Patient_2/Patient_2_interictal_segment_2983.mat,0.0,0.0,0.0,16.0,0.9377217037680604,-1.5865225577726958e-12,22502473.939520072,12203.030541425782,677306.9621273729,675983.8091023731,703527.5657523731,2818812.0863481783,6095202.015573732,13603869.139252732
Dog_3/Dog_3_interictal_segment_2419.mat,1.0,0.0,0.0,16.0,-0.056964448975112686,4.451994328746876e-16,239687.9263348688,558.5439771303257,8870.782790625,8081.780915625,3986.379978125,27851.844432812493,92743.06228125,489330.9704921875
Patient_5/Patient_5_interictal_segment_2426.mat,0.0,0.0,0.0,64.0,0.07370252217182141,-7.134644874895457e-13,262357900.50218424,14760.005753312538,5253760.40941659,5293850.641185339,5083314.410829088,22296975.63161527,34349156.91424707,48741318.65828998
Patient_2/Patient_2_interictal_segment_2373.mat,0.0,0.0,0.0,16.0,0.18103586225050175,-1.3094904716126625e-12,696109643.6371906,13584.310708454184,680488.7240452439,702328.9539702438,714552.6037952438,3329771.361678598,9554917.92200245,41970547.25411924
Patient_6/Patient_6_ictal_segment_0108.mat,0.0,1.0,0.0,30.0,0.36664454583102496,1.8443339892352614e-13,116940523.4907886,10480.39222535442,517278.05007841135,509075.1534917448,502264.2514250779,2168005.050226184,4417460.700104113,9500735.861962976
Dog_4/Dog_4_interictal_segment_1845.mat,1.0,0.0,0.0,16.0,-0.04693747646064615,3.5949021537362564e-14,5700475.173114982,2120.198058035714,121708.08738906252,133649.07895156252,164029.2220765625,634807.7551257813,1154520.5695156248,2821438.697261718
Patient_5/Patient_5_interictal_segment_0038.mat,0.0,0.0,0.0,64.0,0.09664790727390912,-1.6186376683435816e-13,78684510.15565869,9748.681537782557,2978755.467340628,2960968.974315628,2913177.695965628,13072803.051157828,28506400.019631285,77319095.80107987
Dog_3/Dog_3_interictal_segment_4464.mat,1.0,0.0,0.0,16.0,-0.06010785466375501,-7.426004255961519e-16,22074.222999369726,300.87131813909764,10577.5660875,16876.4067125,15315.3104625,41394.04614375,99173.069,316357.05678125017
Patient_2/Patient_2_interictal_segment_1593.mat,0.0,0.0,0.0,16.0,0.2861534071984634,-2.820343070197851e-13,1320673.2501456772,1502.443552095425,83681.96069721639,80772.31444721644,78865.71112221644,337083.79098747467,745058.5599221659,1446357.0283985038
Patient_8/Patient_8_interictal_segment_0432.mat,0.0,0.0,0.0,16.0,0.2744627848273741,8.453298505628484e-13,1293336972.8418822,12004.79437601523,698485.5622358362,676795.333435836,676200.1955358357,2787752.057311259,5504694.013558358,6921393.130235496
Patient_5/Patient_5_interictal_segment_2512.mat,0.0,0.0,0.0,64.0,0.14819671752756078,-4.5240255985845535e-14,791636065.3939779,29307.295734402516,4732195.257115287,4988301.493259035,5105951.506971537,21308854.689268786,47443976.01017164,191528436.17077032
Patient_7/Patient_7_interictal_segment_2703.mat,0.0,0.0,0.0,36.0,0.2715893152143822,2.969399146321746e-13,87709908.7633534,13783.305337731985,1220527.0745988651,932866.7060877522,904024.5706544186,4851802.65816711,13786657.367966432,52140747.85291889
Patient_7/Patient_7_interictal_segment_1974.mat,0.0,0.0,0.0,36.0,0.1297949006639476,2.77173563113643e-13,176263958.15463606,12549.177685889405,1770335.2366841757,1827147.239395287,1614026.301273063,6765863.727578778,17464777.76245284,54057908.00417031
Dog_4/Dog_4_interictal_segment_1396.mat,1.0,0.0,0.0,16.0,-0.06413229464509182,2.6084689963568054e-15,34410.63120616429,481.1817528195489,19821.630590625,18926.593715625,14100.981215624995,59168.8890640625,156830.76121875006,561149.5842109375
Patient_7/Patient_7_interictal_segment_1219.mat,0.0,0.0,0.0,36.0,0.10072284134766996,-4.488457408216265e-13,1293360748.2315,24869.745369263896,2532665.0783104342,2571834.0583548774,2538471.1770104333,11575489.885546947,26144998.5802488,75164577.99480915
Dog_4/Dog_4_interictal_segment_1556.mat,1.0,0.0,0.0,16.0,-0.06275110395878929,-7.882305919082455e-15,183726.12742314566,766.2745555294489,20557.996539062497,28211.6196640625,36281.3521640625,135851.61348828126,186548.34789062492,756641.2607617187
Patient_5/Patient_5_interictal_segment_1850.mat,0.0,0.0,0.0,64.0,0.2960769723239596,2.340641458431491e-13,162142203.50434557,13898.2347038214,2700680.9444832467,2709381.4617144964,2706016.4785082475,11439051.449896492,22381679.35426373,49391150.25644865
Patient_7/Patient_7_interictal_segment_2780.mat,0.0,0.0,0.0,36.0,0.15827151539185313,-4.758880499543417e-13,148306043.0118153,11652.731910064222,722275.3615733742,779786.6991955977,800714.9633067087,3172269.0926246117,8035797.581378084,23384512.742656466
Patient_5/Patient_5_interictal_segment_2258.mat,0.0,0.0,0.0,64.0,0.1721651490390102,-9.650591437093858e-15,55911365.17330868,5387.510425923318,856460.3046382025,843663.6382569526,820665.526600703,4040181.355675026,9435842.31756322,28146601.63732237
Patient_5/Patient_5_interictal_segment_0108.mat,0.0,0.0,0.0,64.0,0.19697585403314616,1.0522491322717542e-12,270705345.9373911,18867.013187270568,1300317.396663438,1324289.5592071877,1336894.645988437,6407246.049663598,15429605.22129063,39446313.77591016
Patient_7/Patient_7_interictal_segment_1561.mat,0.0,0.0,0.0,36.0,0.10003477153605883,1.1714542422522656e-13,16631098.155120052,6091.2638053521605,552722.0583463827,556802.5921686047,579005.3978352714,2719593.2283142773,7063779.130641603,15638200.579369964
Patient_7/Patient_7_interictal_segment_2818.mat,0.0,0.0,0.0,36.0,0.22029173293609,-5.073767776290578e-13,186370406.70106173,14935.324057059162,1851732.3339721789,1900781.2337499568,2094051.2829832898,11043169.389308134,21532967.628110666,56625435.84099054
Dog_3/Dog_3_interictal_segment_4164.mat,1.0,0.0,0.0,16.0,-0.041159882340781336,-2.94993196536808e-15,78721.04200831588,328.7691568765664,18627.087114062506,25192.9764890625,6046.6986765625,43789.793732031234,158239.44739062493,412973.42298046884
Patient_6/Patient_6_ictal_segment_0040.mat,0.0,1.0,0.0,30.0,0.16443702484784434,-1.6737734161627796e-13,706813830.530725,22315.838402556485,1032420.6316551792,1020596.883881846,1016930.2733351792,4742147.0101683065,15305625.688325113,63890346.68134403
Dog_2/Dog_2_interictal_segment_0146.mat,1.0,0.0,0.0,16.0,-0.03609630417388486,6.1911586968221855e-15,9344497.567712756,3711.6038851033827,171791.36190156254,67697.59721406252,73034.0603390625,211787.61261953125,1641357.5465156252,5679895.154167968
Dog_3/Dog_3_interictal_segment_1846.mat,1.0,0.0,0.0,16.0,-0.06333144389453142,1.9040324872321416e-16,13908.652275524722,284.86110823934837,12321.672512499998,16219.205012499995,16329.698137499998,44231.92411875001,122523.712,297538.96003125014
Patient_7/Patient_7_interictal_segment_0873.mat,0.0,0.0,0.0,36.0,0.19324875281781215,-1.8913447598202344e-13,246825502.17340058,15138.898827902261,1498937.1106901981,1479146.2191235314,1484766.0105235314,8142071.8415836785,15913868.729535336,45261103.90761386
Patient_7/Patient_7_interictal_segment_3006.mat,0.0,0.0,0.0,36.0,0.4419339648799735,9.920179245960348e-14,372280437.48726606,19456.343977358807,1683746.585622947,926717.4881896136,551256.9285673914,8684815.772986595,21711378.194851696,64689447.12004769
Patient_2/Patient_2_interictal_segment_2459.mat,0.0,0.0,0.0,16.0,0.11060255500716076,1.4588295016437768e-13,4793848.738744483,1792.6524431311254,73461.65899341015,73112.65136841015,78222.81309341008,378800.9428328453,1082880.470409102,3340557.3125562887
Patient_8/Patient_8_interictal_segment_1641.mat,0.0,0.0,0.0,16.0,0.5384693453181403,-4.680259735323488e-13,364183496.9025261,9735.218207644066,480142.6306867748,332966.4896117756,280829.4642367738,2474562.4340904905,5097696.440542737,13944646.262686275
Dog_4/Dog_4_interictal_segment_2278.mat,1.0,0.0,0.0,16.0,-0.06430376381200341,9.41441369306517e-15,42198.727322753395,614.8893652098996,19939.5433765625,30921.4818140625,28463.128376562494,87719.19488203124,210512.55564062495,513229.1134804688
Patient_5/Patient_5_interictal_segment_0487.mat,0.0,0.0,0.0,64.0,0.12976776263345968,3.763545919355237e-13,198442259.94779927,16744.340840015528,10128068.750647238,9779910.307390988,9310125.237922238,36375391.38737821,61994354.07446618,80533058.16412136
Dog_4/Dog_4_interictal_segment_2238.mat,1.0,0.0,0.0,16.0,-0.06294544924648754,6.110389971780707e-15,42188.62114181913,482.137534069549,22004.569376562496,19620.6759390625,18911.2206265625,69341.02031953126,171704.376890625,441038.36223046854
Dog_2/Dog_2_interictal_segment_0410.mat,1.0,0.0,0.0,16.0,-0.05910285755354418,-1.7723322809359832e-15,1443563.6921880762,2214.6285808270677,95949.71635625,58914.86323125001,31898.80198125,595451.543290625,1071841.8710625002,2180447.133859376
Patient_6/Patient_6_interictal_segment_1020.mat,0.0,0.0,0.0,30.0,0.15789911376255145,4.1040019974995337e-13,2530770.802399624,1858.124824099487,135545.03910937655,134095.51680270993,160476.92566937662,754843.7335455281,1276229.613827099,2172132.20100785
Dog_3/Dog_3_interictal_segment_0294.mat,1.0,0.0,0.0,16.0,-0.05527055225415122,2.0103363418400024e-15,14868.049330805901,230.6779523026315,8917.3629390625,5011.4316890625,4033.2223140624983,22470.68713203125,89433.151578125,203271.72285546863
Patient_2/Patient_2_interictal_segment_0766.mat,0.0,0.0,0.0,16.0,0.9924377789762652,1.2706550478469587e-12,19138951700.045654,271539.1657209717,686887.9809664761,697426.917641476,696135.257266476,3095520.7465241426,7223595.566639759,19499870.820028096
Dog_4/Dog_4_interictal_segment_1217.mat,1.0,0.0,0.0,16.0,-0.057465560228199965,1.4824252936307404e-15,6959700.622973851,2458.6239736058888,58339.1992265625,58305.88766406251,67174.0279765625,298528.41198828124,692628.6703906251,1867865.8048242189
Dog_3/Dog_3_interictal_segment_4722.mat,1.0,0.0,0.0,16.0,-0.06397402664890885,1.783018177548002e-15,10398.691332735407,251.70870457393485,9150.690278125,11230.460903124995,9629.705590625,24618.47297031251,54824.61246875,251358.99999218746
Patient_5/Patient_5_interictal_segment_0537.mat,0.0,0.0,0.0,64.0,0.07848787251082746,3.017419203388273e-13,110307541.60035092,9676.009917914836,1340430.9528101864,1370379.519603937,1385731.549641437,6591474.914380215,14318726.689783106,39126563.27182069
Dog_2/Dog_2_ictal_segment_0032.mat,1.0,1.0,0.0,16.0,-0.044861726822902084,2.9382052346704768e-15,155618815.82711717,19946.335577615908,533480.4650265626,1280856.8997140625,907451.5297140623,1262912.410119531,6468066.239640623,21321714.25573046
Patient_2/Patient_2_interictal_segment_1375.mat,0.0,0.0,0.0,16.0,0.17958226027914376,-9.666564437793568e-13,9525807.286403526,1759.0251607221414,22304.27190187788,24289.762751877788,32760.72945187749,291074.3981334449,515047.78936877096,550278.7996766481
Dog_3/Dog_3_interictal_segment_1577.mat,1.0,0.0,0.0,16.0,-0.06268683606228359,3.0555419305855486e-15,26359.44561657618,338.5489015507518,13831.5594765625,7173.141976562499,20265.1788515625,52273.07498828125,82052.26789062501,419321.3007617189
Patient_5/Patient_5_interictal_segment_1712.mat,0.0,0.0,0.0,64.0,0.15669014958379848,-3.015451000010217e-13,195198761.57037425,9066.168879849094,2013344.642219357,1966900.2791381069,1905496.835481856,7960416.598202725,13858765.66036854,23196570.11018524
Patient_5/Patient_5_interictal_segment_2530.mat,0.0,0.0,0.0,64.0,0.19731628896035827,7.536300472565927e-13,1844007475.7119288,23072.36419843904,872775.6341470849,871532.4915595831,898666.0142908344,4197571.175015002,9678143.80058334,19825859.741491467
Dog_4/Dog_4_interictal_segment_1708.mat,1.0,0.0,0.0,16.0,-0.06354568203860565,-3.456124275658113e-15,36093.96710397928,410.2983873746868,14378.572190625006,13979.041253125,16424.310003125003,57532.2178265625,124426.65159375,271258.3310234375
Patient_2/Patient_2_interictal_segment_1669.mat,0.0,0.0,0.0,16.0,0.3095902849332189,-8.2480369201221e-13,1665518.9398025966,1424.481981448783,109152.08712308637,106684.5905980864,92920.20777308656,404843.24894138955,1019112.0942808641,1417532.354722411
Dog_3/Dog_3_interictal_segment_2159.mat,1.0,0.0,0.0,16.0,-0.05439840475758701,-5.551115123125784e-16,15632.4928281802,192.94465068922298,5862.120625,9360.835625,4104.171874999999,29241.5121875,61423.75874999999,156635.87406250002
Patient_2/Patient_2_interictal_segment_0967.mat,0.0,0.0,0.0,16.0,0.7972691513997181,-1.176044861495029e-12,1448173.8534928125,1726.1390703265688,8919.32567304973,9166.435748049653,11673.891673050059,77061.83851622637,284193.3032555099,723622.6834464147
Dog_4/Dog_4_interictal_segment_0417.mat,1.0,0.0,0.0,16.0,-0.05193925966308073,-2.3597235276895388e-14,7813520.659045385,2728.846374530075,122326.49022812498,84358.50460312501,82749.35554062497,453322.8472765624,1733405.2872812494,2116597.2675234373
Patient_5/Patient_5_interictal_segment_2347.mat,0.0,0.0,0.0,64.0,0.13698136298394598,1.8765717868518562e-13,262228262.1467036,8337.790580069763,1950089.6472876016,1942775.117362601,1934445.932050101,8812297.120900454,17952375.285600986,38004806.14684009
Dog_3/Dog_3_interictal_segment_0430.mat,1.0,0.0,0.0,16.0,-0.05788370942133116,2.924605002618819e-15,18328.73081438152,227.53852874373433,5818.032801562503,5054.013114062501,6016.724676562501,29247.86776328125,82851.21395312501,191759.05532421864
Patient_2/Patient_2_interictal_segment_1895.mat,0.0,0.0,0.0,16.0,0.3192164844267799,4.3869476940017204e-13,306630.1565738291,573.5815654405893,38640.81639176827,42755.8255417682,52288.08136676809,190319.30191295707,286134.3132676854,311869.856848656
Patient_7/Patient_7_ictal_segment_0267.mat,0.0,1.0,0.0,36.0,0.2728437983188806,-8.74044619397157e-13,96930037.75688784,10338.748157527065,1642209.2598964304,1696716.777229764,1499011.3739853192,6636589.5549006015,21372500.561742086,42245289.24371848
Patient_5/Patient_5_interictal_segment_2356.mat,0.0,0.0,0.0,64.0,0.14715946139469704,-1.3329639614312334e-13,520141024.83578175,24611.878051655956,7425939.483241899,7530793.977110648,7844470.097779396,36259317.10576976,74495320.13473758,137067554.1940766
Patient_8/Patient_8_ictal_segment_0127.mat,0.0,1.0,0.0,16.0,0.3596751584226009,-4.642060957849024e-13,1679012902.9415536,26422.773810594623,1374566.755060092,1346734.329910092,1293578.1238100925,5132924.859607916,5843945.961375924,22526685.126539864
Patient_2/Patient_2_interictal_segment_1736.mat,0.0,0.0,0.0,16.0,0.3907091511086337,-3.041350282728672e-13,87773.98096177206,821.4457550009929,22155.147720039415,22197.85082003955,20713.211270039454,77074.07179017723,149847.48095039613,623171.1399511088
Dog_2/Dog_2_ictal_segment_0003.mat,1.0,1.0,1.0,16.0,-0.04995511864225191,9.379996779301794e-16,3180482.63289227,2378.945357926065,53788.10556249999,79902.31243749999,44867.7368125,261058.26596875003,524251.5006249999,2402771.1395312496
Patient_7/Patient_7_interictal_segment_1383.mat,0.0,0.0,0.0,36.0,0.13198535904197325,4.961682225573188e-13,18328938.03104944,5783.432905353299,544554.2845433558,548978.3377100225,544228.1694878003,2549556.8292228784,5819001.521044669,17041327.89708674
Dog_4/Dog_4_ictal_segment_0005.mat,1.0,1.0,1.0,16.0,-0.04785896307389235,4.466982339579314e-15,24305580.42411949,4152.192148731204,54882.8814453125,53073.87988281249,182694.06988281247,741805.8115039063,888933.2825781249,3077749.6847460936
Dog_3/Dog_3_interictal_segment_3661.mat,1.0,0.0,0.0,16.0,-0.06099518776602068,-7.731940088184784e-15,51259.48987881059,373.476403117168,8822.314032812501,9893.2518453125,10571.4927828125,48053.56127265625,87020.01251562499,527906.9868398437
Dog_3/Dog_3_interictal_segment_0343.mat,1.0,0.0,0.0,16.0,-0.056553513799075375,3.6021186033963204e-15,21950.61549071134,257.2096600877193,3662.546103125,5850.717040624999,3227.7732906249994,22874.7198078125,147283.34290624998,224541.27205468746
Patient_8/Patient_8_interictal_segment_1092.mat,0.0,0.0,0.0,16.0,0.1778742710449159,4.2223291529808203e-13,7784105.400310001,3853.875843751272,353740.29623841244,386337.35791341244,485508.5549384129,1952868.907422856,4567218.940459119,13274437.833381338
Dog_2/Dog_2_interictal_segment_0947.mat,1.0,0.0,0.0,16.0,-0.06067257331497495,2.939870569207414e-15,43164184.55539309,14534.58802866541,99186.89840625,180666.02278125,346425.14090625,1796618.804703125,2909445.5309375,9457209.964296876
Patient_5/Patient_5_interictal_segment_1548.mat,0.0,0.0,0.0,64.0,0.2665407820005169,1.667061155785632e-13,455357118.2978209,15825.697974019817,1405866.5464707837,1273978.5456082835,1191063.627945784,5838249.002171651,13024140.979757834,28897438.25633736
Patient_5/Patient_5_interictal_segment_2238.mat,0.0,0.0,0.0,64.0,0.14746225158189658,6.975973576572867e-13,157560910.80516955,8093.329389723576,1978740.4441224763,2006233.854684976,2018012.6150224758,8981900.911213646,19213626.259381026,46537547.21551813
